user_id,book_id,is_read,rating,is_reviewed
92967,128680,0,0,0
130720,182146,0,0,0
339511,1065,0,0,0
208282,7943,0,0,0
90551,1270936,0,0,0
400390,541036,0,0,0
171560,13509,1,2,0
391121,391626,0,0,0
260054,1627,1,4,0
12267,17295,1,4,0
169268,14648,1,4,0
109426,347290,1,5,1
337,5979,1,3,0
185948,938,0,0,0
114121,1480,0,0,0
264607,186249,0,0,0
58626,167312,0,0,0
279121,14123,1,4,0
326881,10,1,2,0
240774,223282,0,0,0
239617,923291,1,5,0
361912,440104,0,0,0
104925,44365,0,0,0
338107,32617,1,2,0
146558,54299,1,4,0
290733,191958,1,0,0
117479,50998,1,4,1
181314,42251,1,5,0
14783,278772,0,0,0
13715,646069,0,0,0
180190,8710,1,5,0
64763,11802,1,5,0
59270,858,1,3,0
372322,1298791,1,3,1
292578,8427,1,5,0
42502,5466,1,3,0
155804,442600,0,0,0
49477,99990,0,0,0
214234,3905,1,3,0
164467,123677,0,0,0
434542,15058,1,3,1
302715,15092,0,0,0
132117,22076,1,5,0
53157,111753,0,0,0
366680,242322,1,5,0
80479,125502,1,4,0
157575,345507,0,0,0
342802,126007,0,0,0
374859,88041,0,0,0
208793,24171,1,3,0
30997,29229,1,2,0
333894,48606,0,0,0
279722,255157,1,0,0
94457,242615,0,0,0
77003,512172,0,0,0
174451,670,1,1,0
94592,1621842,0,0,0
85739,399749,0,0,0
331165,531,1,4,0
416194,7898,1,4,0
656305,944,0,0,0
95388,240136,1,5,0
32735,66993,0,0,0
419837,1577,0,0,0
270157,1506,0,0,0
146096,23641,0,0,0
402376,6480,1,5,0
93503,171616,0,0,0
52995,1404,0,0,0
302553,79291,1,3,0
127785,365107,0,0,0
412927,14297,0,0,0
351513,12519,1,4,0
220894,76264,0,0,0
236602,94945,1,5,0
393965,671,0,0,0
146436,13980,1,4,0
198193,892,1,4,0
22661,29267,1,3,0
48606,530,1,3,0
68282,112298,0,0,0
86545,19589,0,0,0
787952,36322,1,4,0
77928,718245,1,5,0
291314,552426,1,4,1
221196,17504,0,0,0
61750,13316,1,4,0
871186,17076,1,4,0
288260,14819,0,0,0
66577,1387,1,3,0
305332,23834,1,3,0
345170,2063288,0,0,0
735620,17248,1,0,0
334971,626828,0,0,0
51397,11889,0,0,0
238188,50292,0,0,0
218167,826154,1,5,0
795897,15090,0,0,0
405039,242926,0,0,0
34991,1053,1,4,0
750773,671,1,4,0
5194,108927,0,0,0
259746,281272,1,3,0
226942,60071,1,4,0
427226,147617,1,4,0
172905,3019,1,3,0
247970,1115240,1,3,0
509445,180641,1,5,1
54323,1490083,1,4,0
63055,14850,1,5,0
261645,1542,0,0,0
228414,1518,1,0,0
730379,7968,0,0,0
309976,256211,0,0,0
143933,17113,1,4,0
319484,41873,1,5,0
206295,76449,1,4,0
147644,12590,1,5,0
286633,1471,1,3,0
53342,53590,0,0,0
473506,217391,1,0,0
375427,632936,0,0,0
344457,58953,0,0,0
258880,12289,0,0,0
378748,63464,0,0,0
255629,635939,0,0,0
115068,181410,0,0,0
16828,202024,0,0,0
435744,1905,0,0,0
328254,1271,0,0,0
201396,656756,0,0,0
320696,586,1,5,0
204940,54530,0,0,0
974,19653,1,1,0
32414,38837,1,2,0
164975,90236,1,4,0
630612,142368,1,5,0
784259,150209,1,5,0
232679,382307,1,3,0
206040,5256,1,3,0
45392,293609,0,0,0
385199,252857,1,5,0
618447,796654,1,3,0
373011,998,1,2,0
156387,144090,1,5,0
27311,23675,1,4,0
352032,27502,0,0,0
284682,63244,1,5,0
123657,68633,1,2,0
408502,149722,0,0,0
199784,14754,0,0,0
239604,689,0,0,0
23286,158353,0,0,0
105609,725257,1,5,0
38958,6421,1,1,1
194129,8583,0,0,0
118433,1226,1,5,0
132757,122795,0,0,0
14501,66861,0,0,0
338034,1234963,1,4,0
328464,181223,1,5,0
498241,24886,0,0,0
430965,225508,1,3,1
318234,6128,0,0,0
75511,10298,0,0,0
131895,1886259,1,4,0
386631,74342,0,0,0
23721,164453,0,0,0
182864,944,1,5,0
87880,18288,1,4,1
347715,114046,0,0,0
220840,57593,1,2,0
56454,51325,1,4,0
29518,7517,0,0,0
191159,272229,1,5,0
245451,119549,0,0,0
75040,42723,0,0,0
289302,78913,1,5,1
334517,1611,1,5,0
40496,412249,1,3,0
868641,41302,1,3,0
250192,319375,1,3,0
50203,739,1,5,0
208461,17072,1,3,0
61602,175430,1,2,0
70845,14263,1,5,0
69976,139842,0,0,0
598794,65372,1,4,0
68758,342682,0,0,0
356355,1011,1,4,0
54772,32800,0,0,0
282055,998,1,3,0
425359,19073,1,5,0
332643,50415,0,0,0
168850,436999,1,4,1
11749,160885,0,0,0
226895,8074,0,0,0
432224,35020,1,3,0
150829,21809,1,2,1
439545,7215,1,5,0
127171,1368,1,4,0
234344,39820,0,0,0
130220,64795,0,0,0
356977,20661,0,0,0
300042,21085,0,0,0
188640,4986,1,3,0
183047,1124286,1,1,0
148834,110158,0,0,0
170725,542096,0,0,0
171436,163761,0,0,0
323640,8600,0,0,0
69721,1469929,1,3,0
58443,14611,0,0,0
331318,112316,1,0,0
340732,29462,0,0,0
20168,5879,0,0,0
99563,13462,0,0,0
284992,123167,1,3,0
92936,306970,0,0,0
109366,154060,0,0,0
220848,1008575,0,0,0
278541,1774373,1,4,1
363326,698567,1,1,1
156778,100233,0,0,0
283239,6716,0,0,0
190834,8127,0,0,0
78684,944,0,0,0
55642,60178,1,4,0
244769,14816,1,4,0
213324,6085,1,5,0
417116,141021,0,0,0
363214,83288,0,0,0
222034,63390,0,0,0
125752,326334,1,4,0
420278,8801,0,0,0
693058,2351095,1,5,1
157946,941,1,4,0
451144,182080,1,5,0
123774,83380,0,0,0
738108,790,0,0,0
325238,219416,1,4,0
192645,7006,0,0,0
145839,21925,1,4,0
119029,7393,0,0,0
20173,307107,0,0,0
407704,999,0,0,0
87948,23288,0,0,0
329978,6405,1,4,1
705011,20552,0,0,0
323025,157298,0,0,0
351858,416237,0,0,0
276252,16651,0,0,0
40905,14648,1,3,0
125752,495577,0,0,0
230048,27633,1,2,1
36518,296116,0,0,0
146825,56458,0,0,0
308391,1148897,1,2,1
428699,84146,0,0,0
38183,511787,1,5,1
74572,96159,1,2,1
263983,120866,1,4,0
153428,16282,0,0,0
161625,19474,0,0,0
116491,27908,1,3,0
28520,830798,1,3,0
147580,28056,0,0,0
364324,35440,0,0,0
66806,1137237,1,5,1
71520,13530,1,3,1
416715,67741,1,0,0
429226,12110,0,0,0
370423,25905,1,2,0
188709,61978,0,0,0
344593,61572,1,5,0
242163,1223612,1,2,1
198735,50193,0,0,0
248027,649433,1,2,0
378864,1116,1,5,0
404221,996,1,5,0
15428,408058,0,0,0
126452,205411,1,0,0
38602,16112,1,3,0
330642,245164,1,4,0
1629,16545,0,0,0
669436,248432,0,0,0
227734,30021,0,0,0
172481,737632,0,0,0
186130,7010,1,3,0
303546,18933,0,0,0
105248,97092,1,4,0
539664,16996,1,3,0
126580,112578,1,4,0
228419,19908,1,3,0
536203,21854,0,0,0
113474,346770,0,0,0
36894,249497,0,0,0
130173,272941,1,3,0
75849,27568,0,0,0
154350,6338,1,3,0
209606,1233,1,4,1
269642,177768,0,0,0
29055,7431,0,0,0
21123,196977,0,0,0
30458,79394,1,4,0
167047,883216,1,5,0
45,6361,1,3,0
122999,1854576,1,5,0
112174,3352,1,5,0
360720,999,0,0,0
317338,63600,0,0,0
425071,4698,1,5,0
760174,192101,1,4,0
349843,21635,1,0,0
125027,168639,1,3,0
155167,787,1,5,0
205450,13295,1,5,0
16890,235908,1,3,0
354078,169657,0,0,0
398737,912859,1,4,0
652679,91915,1,3,0
270443,33305,0,0,0
315193,286570,0,0,0
367498,7049,1,0,0
306762,81227,1,4,0
108992,101119,0,0,0
5289,101020,0,0,0
418168,20965,0,0,0
429676,21546,1,3,0
199939,106970,0,0,0
605306,180943,0,0,0
4437,646,0,0,0
404380,75251,1,5,0
423632,130536,1,0,0
134989,30996,0,0,0
29075,20360,0,0,0
413242,16687,0,0,0
400933,579134,1,3,1
137162,18549,0,0,0
403242,74764,1,4,0
71744,3721,1,5,0
6994,4752,0,0,0
300405,89007,0,0,0
386830,427,1,3,0
188077,2980,1,5,0
219262,14841,0,0,0
376047,7161,0,0,0
755699,249890,1,0,0
406731,2286475,1,3,1
1168,20152,0,0,0
322403,7289,0,0,0
25597,23824,0,0,0
341296,1526,1,4,0
234428,1202,0,0,0
302635,2212270,1,3,1
79070,49806,1,5,0
9094,130457,0,0,0
394890,8258,1,5,0
19640,6307,0,0,0
163539,443,0,0,0
140912,17059,1,5,0
368948,233378,0,0,0
109880,31584,0,0,0
30301,6360,1,5,0
236067,13413,0,0,0
337201,92576,1,5,1
127973,141008,0,0,0
381910,1152015,1,2,0
651835,36721,1,5,1
220099,46574,1,3,0
208318,875273,0,0,0
98961,802,1,2,0
171379,12700,0,0,0
508526,16690,1,4,0
436301,185634,0,0,0
3827,12873,0,0,0
370855,56489,0,0,0
176743,78384,0,0,0
110671,293408,1,3,0
59545,248679,0,0,0
102517,810,1,3,0
4862,27655,1,4,0
209913,19541,0,0,0
343720,44102,1,0,0
255713,36370,0,0,0
182968,1099624,1,3,1
82081,168712,0,0,0
400611,5955,0,0,0
33120,17476,1,4,0
159435,1211,1,0,0
96812,423,1,3,1
326083,7389,0,0,0
579576,58479,1,5,0
415161,443,1,1,0
697711,21476,0,0,0
142095,1211,1,5,0
243807,286447,1,3,0
210871,681004,1,3,0
53004,1203,0,0,0
23671,196183,1,0,0
404747,2613,1,5,0
207126,66742,1,4,0
64656,1125,0,0,0
262263,946685,0,0,0
119407,116716,0,0,0
32446,1590,1,5,0
96290,579113,0,0,0
51557,5467,1,5,0
25157,7110,1,4,0
148477,594565,0,0,0
96062,544752,0,0,0
257215,166396,1,5,0
420655,512854,0,0,0
297227,179953,0,0,0
226029,13191,0,0,0
326652,21864,0,0,0
186929,825,1,3,0
168228,35660,1,4,0
344286,939604,1,3,0
292037,8126,0,0,0
280555,62764,1,3,0
90812,944,1,5,0
303460,7973,1,1,0
204689,3043,0,0,0
147891,93162,0,0,0
213443,459,1,5,0
285239,58995,1,5,0
94987,158219,0,0,0
50232,550278,0,0,0
428489,77808,0,0,0
13709,110218,1,5,1
140421,10711,0,0,0
196127,6377,0,0,0
134070,148705,1,5,0
94365,296035,0,0,0
184124,6077,1,4,1
101837,25905,1,3,0
394011,575920,0,0,0
253581,349128,1,3,0
161336,18936,1,4,0
697425,343101,1,3,1
427474,689,0,0,0
188956,178530,0,0,0
129091,18595,1,3,0
117456,17145,1,5,0
150212,240876,1,3,0
432320,13508,1,3,0
231835,67733,1,5,0
169988,302183,0,0,0
241698,898,1,2,0
136533,26887,1,0,0
394888,13321,0,0,0
432250,80206,0,0,0
75731,35632,1,3,0
316882,105318,1,4,0
382074,389,0,0,0
526350,1012,1,5,0
236939,96794,1,2,0
66429,13330,1,4,0
678594,12517,0,0,0
104507,1517144,1,5,1
407310,1182619,0,0,0
140479,1569791,0,0,0
94096,34117,0,0,0
82744,1011,1,1,0
435444,597112,0,0,0
155834,175477,1,2,0
290353,1358739,1,0,0
309474,11845,1,3,0
382056,2182187,1,4,0
405911,87324,1,5,0
113292,21004,0,0,0
21127,35905,0,0,0
39130,34783,1,3,0
179149,82590,1,2,0
100111,47423,1,4,1
419814,82711,0,0,0
59441,1137588,1,5,1
348235,14952,1,3,0
231306,450079,0,0,0
440975,644582,0,0,0
213167,76251,1,5,1
583568,839,1,3,0
343022,26950,1,5,1
62356,7506,0,0,0
197676,18696,0,0,0
134441,450798,0,0,0
315837,57029,0,0,0
85376,22936,0,0,0
124422,17379,1,4,0
189993,951507,0,0,0
594461,410557,1,5,0
1832,285852,0,0,0
254162,47374,1,5,0
53697,213733,0,0,0
368456,8427,1,3,0
220716,19766,0,0,0
254492,9836,1,2,0
39512,6620,1,4,0
635228,330751,1,5,0
217704,25537,0,0,0
125219,614027,1,2,0
231339,336478,1,3,0
355932,111733,0,0,0
163384,71114,0,0,0
75673,42848,1,5,0
219182,278732,1,4,0
417491,19857,1,4,0
437642,8119,1,4,0
399114,18530,0,0,0
577951,19988,0,0,0
7770,10298,0,0,0
71097,509291,1,3,0
141068,65171,1,5,0
232502,246521,0,0,0
66432,1415438,0,0,0
419293,23001,0,0,0
622372,862,1,3,1
186692,381066,0,0,0
53945,161273,1,5,0
256007,6227,1,5,1
360443,1473,0,0,0
338837,439,1,4,0
184906,27537,0,0,0
80188,5286,1,5,1
531415,7388,1,5,0
201396,351128,0,0,0
93012,249578,0,0,0
90436,5545,0,0,0
81649,6917,1,2,0
75518,10235,0,0,0
113448,1699,0,0,0
7751,71148,0,0,0
303692,30048,0,0,0
106877,58128,1,4,0
414729,2808,1,4,0
338412,6201,1,4,1
101015,106127,0,0,0
279496,24891,0,0,0
168939,42698,1,4,0
77273,4623,0,0,0
281810,426267,0,0,0
520239,14849,1,5,0
301240,830955,0,0,0
141635,579509,0,0,0
288065,813903,0,0,0
279453,655542,0,0,0
69961,486260,1,0,0
76039,3948,1,4,0
197397,8095,0,0,0
107275,12958,1,5,0
138133,995795,0,0,0
427382,154384,1,4,0
386146,19858,1,5,0
213373,3912,0,0,0
189577,15331,1,3,0
494401,709387,1,1,0
138354,318570,1,5,0
386278,278838,0,0,0
279132,1213290,1,0,0
15720,8430,1,2,0
195421,21729,1,5,0
331992,28649,0,0,0
71251,32104,0,0,0
753781,7176,1,5,0
682999,1064,1,4,0
377611,6839,1,5,0
268113,106894,0,0,0
394337,772,1,3,0
24861,1041,1,0,0
244601,7010,1,4,0
109650,176321,1,4,0
228564,12717,0,0,0
55133,158523,1,5,0
361385,1093396,1,5,0
202973,414294,0,0,0
26994,260,0,0,0
395196,7390,1,4,0
1692,13780,0,0,0
149905,1942149,1,0,1
415864,9859,0,0,0
368035,596491,1,5,0
110091,24202,0,0,0
347655,715660,1,4,0
439805,878,1,0,0
2883,536,1,5,0
81055,11905,1,3,1
435892,19071,0,0,0
92221,63932,1,0,0
342973,783788,1,5,0
43255,635515,0,0,0
72871,44953,1,4,0
116048,510461,1,3,0
276139,21378,1,5,0
399442,250078,0,0,0
83175,101942,1,0,0
133991,13137,0,0,0
192703,355029,0,0,0
218725,306444,0,0,0
102607,234546,0,0,0
618926,531,0,0,0
238723,1267543,1,4,0
13475,26891,1,4,1
30039,3602,0,0,0
237596,24504,0,0,0
368568,5287,0,0,0
183674,7237,0,0,0
440857,483661,1,5,0
304569,218484,1,4,0
386144,40866,1,5,0
102923,243075,1,4,0
77859,1564694,0,0,0
780392,858,1,3,0
339433,111483,0,0,0
131111,941,1,0,0
433203,7222,0,0,0
403200,212815,0,0,1
92976,13064,1,4,0
205338,1052221,0,0,0
257874,668482,1,3,0
346592,6192,0,0,0
108562,37372,0,0,0
329899,1092662,0,0,0
264468,140750,1,3,0
213283,2734,0,0,0
304086,152277,1,5,1
63442,267107,0,0,0
207621,46539,0,0,0
239185,70149,1,5,0
235470,102409,1,5,0
143379,206800,0,0,0
82392,1339598,0,0,0
237201,1786,0,0,0
559811,116049,1,4,0
162007,58449,0,0,0
304706,8138,0,0,0
626690,148586,1,3,0
68002,20930,1,4,0
62,846,0,0,0
88728,1212,1,3,0
23287,274377,0,0,0
202014,180788,1,5,0
157256,126322,0,0,0
146812,47180,0,0,0
150319,8142,1,3,0
327718,14242,1,5,0
70195,536,1,3,0
417973,1245756,1,3,1
267664,9497,1,5,0
397736,50648,0,0,0
434376,644451,0,0,0
265271,7492,1,4,0
297760,1011,1,3,0
64215,25578,1,2,0
320507,26136,0,0,0
100658,5365,1,4,0
264836,13295,1,4,0
140926,750026,0,0,0
385103,297376,1,4,0
112401,7813,0,0,0
138989,26384,0,0,0
143188,245882,0,0,0
592458,455175,0,0,0
300000,56211,1,3,0
368169,545604,1,0,0
433208,8097,0,0,0
27187,1175468,0,0,0
419623,248602,0,0,0
304764,21783,1,4,0
420048,63162,0,0,0
78164,637,1,4,1
631626,14252,1,4,0
344452,26783,0,0,0
403832,223759,1,0,0
405796,14599,0,0,0
151162,17578,0,0,0
37968,861331,1,2,0
274859,553692,0,0,0
10689,47403,1,4,0
333349,1125210,1,3,0
253161,139098,0,0,0
57650,6179,0,0,0
39506,14248,1,3,0
422480,26421,0,0,0
319657,606538,1,0,0
408190,137385,1,4,0
151375,269664,1,2,0
105887,1603,1,5,0
32017,359626,1,3,0
162561,1094704,0,0,0
425124,254772,1,4,0
256586,27939,0,0,0
166166,31733,1,4,0
314814,7107,0,0,0
430415,4286,0,0,0
366500,7300,0,0,0
376614,25154,1,3,0
141479,148228,0,0,0
125382,631535,1,3,1
198335,51283,0,0,0
35802,117016,1,5,0
112080,1555,1,4,0
33764,5538,0,0,0
11656,17961,0,0,0
441468,92316,1,4,0
175105,19606,0,0,0
406486,21682,1,3,0
388112,1787908,1,4,0
230278,37305,0,0,0
289955,173569,0,0,0
71602,141388,1,4,0
13581,7518,1,3,0
182625,1486706,0,0,0
366989,7301,1,2,0
100887,751439,0,0,0
301420,19473,0,0,0
263067,20764,0,0,0
416401,533512,0,0,0
652559,18286,0,0,0
205005,16997,0,0,0
258452,12939,1,4,0
380074,515786,0,0,0
142218,16177,1,4,1
74135,132184,0,0,0
269767,187870,1,5,0
174804,56706,0,0,0
240184,41905,1,5,0
1945,221595,1,3,0
163790,214021,0,0,0
361694,5121,0,0,0
34756,24163,1,4,0
115821,27022,0,0,0
238954,216992,0,0,0
269616,453,1,0,0
222421,276917,0,0,0
295818,49983,1,4,0
401646,25889,1,3,0
328128,1211,1,5,0
162206,1974467,0,0,0
259390,104172,0,0,0
414124,19735,0,0,0
203192,125627,1,4,0
172303,136295,0,0,0
58015,253245,0,0,0
82257,28485,1,4,0
810837,18774,1,3,0
377842,41521,1,5,0
156080,19908,0,0,0
273492,523000,1,4,1
441027,36751,0,0,0
439355,137091,0,0,0
351442,240802,1,2,0
313929,381856,1,0,0
369441,673076,0,0,0
607460,242129,0,0,0
206842,219221,1,4,0
259757,1177722,1,3,1
6706,2410,0,0,0
306507,10024,0,0,0
20451,802869,0,0,0
76059,1307981,1,4,1
257091,68720,0,0,0
160764,381307,0,0,0
5620,270496,0,0,0
182042,1488952,1,4,0
387490,282862,1,5,1
205541,6402,1,4,0
321697,285943,1,4,1
384902,786,1,2,0
109023,261781,1,5,1
75123,38955,0,0,0
190264,15421,1,4,0
374439,145900,1,5,0
103152,7518,1,3,0
129599,46286,1,3,1
406778,1137,1,3,0
437264,272880,1,5,0
287876,89054,0,0,0
396932,138709,0,0,0
258134,17519,0,0,0
815030,20248,0,0,0
